Car Make,Car Model,Year,Battery_Type,Price_USD,Country
Genesis,GV80 Electric,2022,Nickel-cobalt-aluminum,74478.92,Switzerland
Great Wall Motors,ORA Lightning Cat,2015,Lead-acid,85541.46,Hungary
Seat,Avenger,2016,Lithium-titanate,136301.76,Vietnam
Li Auto,L9,2020,Magnesium-ion,66578.37,Netherlands
NIO,ET9,2020,Lithium-titanate,134074.9,Malaysia
Changan,Q05,2018,Nickel-cobalt-aluminum,45957.47,Italy
Nissan,Leaf,2016,Sodium-ion,148584.62,Poland
Maserati,GranTurismo Folgore,2018,Lithium-titanate,100542.09,USA
Jeep,Wrangler 4xe (PHEV),2017,Lithium-titanate,134265.96,Mexico
Toyota,Lexus RZ,2020,Solid-state,50283.87,Saudi Arabia
Toyota,bZ4X,2024,Zinc-air,36825.73,UAE
Lucid Motors,Lucid DreamDrive,2024,Lithium-sulfur,93513.69,Sweden
Subaru,Solterra,2022,Lead-acid,59455.97,Denmark
Rimac,Nevera,2025,Zinc-air,68292.46,South Africa
Citroen,Ami,2021,Magnesium-ion,30435.06,Czech Republic
Opel,Mokka-e,2023,Lithium-ion,122384.74,Russia
Li Auto,L8,2023,Magnesium-ion,39110.76,South Korea
Great Wall Motors,ORA Ballet Cat,2022,Sodium-ion,96638.88,Japan
Cadillac,Lyriq,2018,Solid-state,113010.36,India
Mahindra,XUV400,2022,Magnesium-ion,134239.53,Hungary
Faraday Future,FF 91,2015,Nickel-cobalt-aluminum,71288.36,Netherlands
Volvo,XC40 Recharge,2015,Lithium-ion,109057.37,Hungary
Genesis,GV60,2016,Lithium-iron phosphate,132068.6,UAE
GMC,Hummer EV SUV,2016,Calcium-ion,85850.93,Russia
Tesla,Model Y,2018,Lithium-titanate,145270.93,Germany
Chevrolet,Volt (PHEV),2024,Lithium-sulfur,135418.32,China
XPeng,P5,2018,Lithium-ion,30014.46,UK
Polestar,Polestar 3,2024,Lithium-ion,92097.37,New Zealand
Tesla,Model S,2023,Lithium-sulfur,35255.94,Poland
Volvo,EX30,2025,Aluminum-ion,111062.28,Czech Republic
Citroen,Ami,2024,Lithium-ion,147304.53,Ireland
Opel,Mokka-e,2015,Nickel-manganese-cobalt,138432.79,Brazil
Ford,E-Transit,2018,Lithium-titanate,135571.3,UAE
Honda,Honda e (discontinued),2022,Solid-state,110835.13,Czech Republic
Skoda,Elroq (upcoming),2022,Lithium-sulfur,74184.35,UAE
Jeep,Wagoneer S,2019,Nickel-manganese-cobalt,60513.2,Malaysia
Nissan,Leaf,2019,Sodium-ion,81672.75,Malaysia
Mahindra,XUV400,2021,Lithium-ion,138967.96,UK
Ferrari,Roma PHEV,2019,Aluminum-ion,41545.76,Malaysia
Geely,Geometry A,2024,Lithium-iron phosphate,138456.63,Saudi Arabia
Volkswagen,ID.2all,2015,Magnesium-ion,116502.32,New Zealand
Lamborghini,Lanzador (upcoming EV),2020,Lithium-ion,148103.98,Israel
Mercedes-Benz,EQS SUV,2016,Lithium-ion,42848.21,South Africa
Skoda,Elroq (upcoming),2023,Magnesium-ion,145742.67,Singapore
Opel,Corsa-e,2020,Lithium-iron phosphate,31796.38,Saudi Arabia
Peugeot,e-5008,2025,Nickel-manganese-cobalt,134518.7,Canada
Chevrolet,Equinox EV,2020,Nickel-manganese-cobalt,114799.75,Vietnam
Rivian,EDV (Electric Delivery Van),2025,Lithium-sulfur,74719.02,Vietnam
Peugeot,e-5008,2018,Nickel-metal hydride,143732.41,Japan
XPeng,G9,2025,Magnesium-ion,58028.82,Germany
Geely,Geometry C,2023,Solid-state,72506.7,UK
Zeekr,Zeekr X,2022,Lithium-sulfur,35431.1,China
Great Wall Motors,ORA Ballet Cat,2016,Magnesium-ion,37845.54,Czech Republic
VinFast,VF 7,2020,Lithium-sulfur,125220.18,Poland
Maserati,GranTurismo Folgore,2024,Nickel-metal hydride,32260.06,South Africa
Mini,Mini Cooper SE,2022,Lead-acid,138236.83,South Africa
Skoda,Elroq (upcoming),2015,Magnesium-ion,78257.61,Norway
Faraday Future,FF 91,2018,Magnesium-ion,97676.93,UK
Lucid Motors,Lucid DreamDrive,2015,Lithium-sulfur,137771.94,Austria
Jeep,Grand Cherokee 4xe (PHEV),2022,Lithium-iron phosphate,41491.15,New Zealand
Lamborghini,Revuelto (PHEV),2020,Sodium-ion,90462.37,Japan
Polestar,Polestar 3,2023,Lithium-sulfur,84609.2,Sweden
Seat,Avenger,2023,Lead-acid,40569.14,Saudi Arabia
Volvo,EX30,2025,Zinc-air,137131.24,Norway
Fisker,Ocean,2024,Sodium-ion,117494.54,Norway
Skoda,Enyaq,2020,Nickel-cobalt-aluminum,36238.3,India
Hyundai,Ioniq 6,2016,Calcium-ion,82502.79,Japan
MG,MG5 EV,2021,Nickel-metal hydride,87557.67,Italy
GMC,Hummer EV SUV,2025,Solid-state,122712.57,China
Polestar,Polestar 3,2022,Lithium-titanate,138743.2,Portugal
Ferrari,SF90 Stradale (PHEV),2024,Lithium-sulfur,94286.77,Turkey
Citroen,Ami,2021,Lithium-ion,51889.81,India
Pininfarina,Battista,2021,Magnesium-ion,79324.18,Netherlands
Rivian,R1S,2019,Solid-state,75038.73,Canada
Tesla,Model Y,2023,Lithium-iron phosphate,104697.82,Netherlands
BYD,Dolphin,2020,Sodium-ion,47815.37,USA
BMW,i4,2020,Nickel-manganese-cobalt,98669.32,Germany
Pininfarina,Battista,2016,Nickel-manganese-cobalt,113234.3,Ireland
Citroen,Ami,2021,Calcium-ion,131634.85,Spain
BYD,Tang EV,2018,Calcium-ion,100658.5,Israel
Changan,Deepal S07,2023,Lead-acid,53155.57,Poland
Ferrari,SF90 Stradale (PHEV),2022,Zinc-air,137261.53,Germany
VinFast,VF 7,2019,Calcium-ion,101588.05,New Zealand
Polestar,Polestar 2,2021,Flow batteries,93225.72,Malaysia
Polestar,Polestar 5 (upcoming),2022,Nickel-manganese-cobalt,126545.1,Denmark
Rivian,R1S,2016,Zinc-air,99914.52,Italy
Maserati,GranTurismo Folgore,2019,Lithium-iron phosphate,100560.66,Singapore
Lotus,Emeya,2023,Zinc-air,87471.51,Austria
Jeep,Wrangler 4xe (PHEV),2024,Lithium-sulfur,61249.44,Norway
Lamborghini,Lanzador (upcoming EV),2016,Lithium-ion,49573.14,Portugal
Jaguar,I-PACE,2021,Magnesium-ion,142875.36,Austria
Genesis,GV80 Electric,2023,Nickel-manganese-cobalt,42757.43,Finland
Great Wall Motors,ORA Ballet Cat,2019,Magnesium-ion,147890.83,New Zealand
Citroen,Ami,2021,Solid-state,77079.42,Saudi Arabia
Subaru,Solterra,2019,Lithium-ion,129006.91,Russia
Genesis,GV80 Electric,2019,Solid-state,35807.6,Japan
Mercedes-Benz,EQC,2015,Magnesium-ion,133019.06,Germany
Chevrolet,Bolt EV,2024,Nickel-metal hydride,67936.44,Poland
MG,MG5 EV,2017,Nickel-manganese-cobalt,50946.5,Singapore
Subaru,Solterra,2015,Solid-state,145578.7,Indonesia
Renault,Kangoo E-Tech,2019,Solid-state,108072.44,Belgium
Zeekr,Zeekr 009,2020,Lithium-sulfur,126025.02,Saudi Arabia
BMW,i3,2024,Calcium-ion,91216.23,Canada
Honda,e:Ny1,2020,Flow batteries,148253.34,Vietnam
VinFast,VFe34 (discontinued),2019,Lithium-titanate,121763.76,Japan
BYD,Seagull,2023,Aluminum-ion,71492.1,Portugal
Acura,ZDX (with GM Ultium),2016,Solid-state,84519.99,Malaysia
NIO,ES7,2018,Magnesium-ion,121013.96,Germany
Citroen,?-C4,2016,Zinc-air,97224.11,USA
Acura,ZDX (with GM Ultium),2017,Lithium-titanate,137232.76,Argentina
MG,MG5 EV,2024,Nickel-manganese-cobalt,83108.65,Austria
Nissan,Ariya,2016,Lead-acid,93690.58,South Africa
MG,MG4 Electric,2024,Nickel-manganese-cobalt,97494.53,Argentina
Seat,Avenger,2022,Magnesium-ion,68325.81,India
Faraday Future,FF 91,2020,Lead-acid,96259.98,Italy
XPeng,X9,2015,Aluminum-ion,105934.5,Spain
Ford,E-Transit,2025,Magnesium-ion,87319.8,France
Audi,e-tron GT,2015,Magnesium-ion,103250.88,China
Acura,ZDX (with GM Ultium),2021,Flow batteries,88645.67,Austria
Polestar,Polestar 2,2025,Aluminum-ion,30619.88,India
Ferrari,SF90 Stradale (PHEV),2015,Calcium-ion,75982.18,Portugal
Lamborghini,Revuelto (PHEV),2016,Nickel-cobalt-aluminum,66083.68,Spain
Changan,Q05,2018,Nickel-manganese-cobalt,44669.85,Japan
GMC,Hummer EV Pickup,2016,Flow batteries,62570.85,Vietnam
Nissan,Leaf,2018,Nickel-cobalt-aluminum,120042.82,Russia
Dacia,Jogger Hybrid,2022,Lead-acid,56065.48,Saudi Arabia
Honda,Honda e (discontinued),2023,Nickel-metal hydride,48469.77,Australia
VinFast,VF 6,2021,Lithium-iron phosphate,132452.82,Denmark
Faraday Future,FF 91,2021,Lithium-iron phosphate,138825.89,Spain
Zeekr,Zeekr 001,2016,Nickel-metal hydride,114250.52,South Korea
Kia,Niro EV,2022,Solid-state,93696.17,Australia
Ford,Explorer EV (Europe),2022,Lithium-iron phosphate,84240.01,Thailand
Mazda,Mazda EV (upcoming models),2018,Sodium-ion,98312.6,Australia
Jeep,Recon (upcoming),2022,Magnesium-ion,105178.61,Japan
Nissan,Leaf,2019,Flow batteries,145949.76,Malaysia
Renault,5 E-Tech,2017,Lithium-iron phosphate,48113.67,Israel
Fisker,Ocean,2018,Magnesium-ion,45084.58,Israel
Renault,Kangoo E-Tech,2021,Lithium-ion,141614.73,South Korea
Rivian,R1S,2018,Sodium-ion,105479.5,Belgium
NIO,ET9,2016,Magnesium-ion,104068.1,Russia
Subaru,Solterra,2015,Zinc-air,70271.91,Netherlands
NIO,ET9,2022,Nickel-manganese-cobalt,52469.48,France
Volvo,EX30,2015,Lithium-sulfur,119074.24,Australia
XPeng,X9,2020,Magnesium-ion,74484.8,France
Genesis,G80 Electric,2015,Lithium-titanate,72533.65,Spain
Subaru,Solterra,2023,Lithium-sulfur,84736.45,Russia
VinFast,VF 7,2019,Sodium-ion,31855.91,Argentina
Kia,EV6,2016,Solid-state,41978.04,Australia
MG,MG4 Electric,2020,Lead-acid,46160.23,China
Genesis,GV80 Electric,2018,Calcium-ion,63814.09,Singapore
VinFast,VFe34 (discontinued),2024,Lithium-titanate,61370.97,Ireland
Ferrari,SF90 Stradale (PHEV),2022,Nickel-cobalt-aluminum,96611.68,South Africa
Porsche,Cayenne Electric (upcoming),2015,Lithium-ion,44414.92,UAE
Changan,Q05,2017,Lead-acid,124317.19,Sweden
Maserati,Grecale Folgore,2021,Zinc-air,114912.49,India
Audi,A6 e-tron (upcoming),2023,Lithium-ion,46090.92,Netherlands
Rivian,R1S,2023,Magnesium-ion,76853.14,Israel
Rimac,Nevera,2024,Solid-state,73134.79,South Africa
XPeng,G6,2025,Lead-acid,101984.41,Hungary
Li Auto,L7,2019,Lithium-titanate,135029.6,Finland
Chevrolet,Bolt EUV,2022,Zinc-air,132097.15,UK
Toyota,Lexus RZ,2023,Lithium-sulfur,35151.2,Singapore
Peugeot,e-208,2022,Flow batteries,109440.37,Australia
Rimac,Nevera,2025,Aluminum-ion,138556.89,Argentina
Canoo,MPDV,2015,Lithium-ion,55327.67,Sweden
Skoda,Enyaq,2015,Nickel-metal hydride,34774.36,Malaysia
Seat,Avenger,2017,Calcium-ion,76360.66,Saudi Arabia
BMW,i3,2021,Lithium-iron phosphate,110981.46,USA
Opel,Grandland Electric,2022,Aluminum-ion,129135.71,Norway
Volkswagen,ID.5,2023,Nickel-cobalt-aluminum,73210.77,Vietnam
XPeng,G9,2023,Nickel-manganese-cobalt,71208.54,Thailand
Volkswagen,ID.7,2019,Flow batteries,30726.36,Canada
Citroen,?-C4,2022,Lithium-ion,132330.01,France
GMC,Hummer EV SUV,2020,Zinc-air,59538.11,Sweden
Lotus,Eletre,2016,Lithium-titanate,128150.81,South Korea
Pininfarina,Battista,2022,Solid-state,62556.49,Ireland
Jeep,Grand Cherokee 4xe (PHEV),2023,Nickel-cobalt-aluminum,93173.32,Australia
Hyundai,Ioniq 7 (upcoming),2025,Sodium-ion,118326.64,Germany
Rimac,Nevera,2019,Lithium-ion,104540.55,Malaysia
Lotus,Eletre,2018,Lithium-ion,43103.48,Belgium
Jeep,Grand Cherokee 4xe (PHEV),2018,Nickel-metal hydride,51734.97,Hungary
Opel,Corsa-e,2020,Solid-state,79398.55,Russia
Lotus,Evija,2016,Lithium-ion,129649.85,Switzerland
Polestar,Polestar 4,2021,Lithium-sulfur,95673.93,Japan
Skoda,Elroq (upcoming),2018,Sodium-ion,53758.94,Turkey
Mercedes-Benz,EQS SUV,2015,Flow batteries,108616.56,Netherlands
Audi,e-tron,2018,Zinc-air,139528.87,New Zealand
Citroen,?-Spacetourer,2021,Lead-acid,73917.98,Thailand
Honda,e:Ny1,2024,Zinc-air,35081.17,Argentina
GMC,Hummer EV Pickup,2021,Flow batteries,60224.23,Germany
XPeng,G9,2020,Lead-acid,68768.97,Israel
Porsche,Taycan,2019,Lithium-iron phosphate,98898.46,Vietnam
Pininfarina,Battista,2025,Magnesium-ion,47638.19,Sweden
Skoda,Enyaq,2019,Lithium-ion,65753.59,Spain
Volkswagen,ID.2all,2015,Lithium-ion,142589.43,Saudi Arabia
Ferrari,SF90 Stradale (PHEV),2018,Sodium-ion,43988.9,Indonesia
Mahindra,Born Electric (upcoming range),2019,Lithium-ion,142072.84,India
Cadillac,Lyriq,2021,Lithium-iron phosphate,88218.53,Canada
Mahindra,XUV400,2021,Nickel-metal hydride,110221.3,New Zealand
MG,MG4 Electric,2016,Lithium-sulfur,148993.26,Austria
